Year,Country / territory of asylum/residence,Origin,Population type,Value
1993,Dem. Rep. of the Congo,Burundi,Returnees,1705
1993,Dem. Rep. of the Congo,Rwanda,Returnees,150
1993,Dem. Rep. of the Congo,Sudan,Returnees,7276
1993,Dem. Rep. of the Congo,Zambia,Returnees,464
1993,Congo,Central African Rep.,Returnees,26
1993,Congo,Dem. Rep. of the Congo,Returnees,11
1993,Congo,Chad,Returnees,73
1993,Colombia,Chile,Returnees,4
1993,Colombia,Nicaragua,Returnees,8
1993,Cabo Verde,Angola,Returnees,1
1993,Costa Rica,Chile,Returnees,17
1993,Costa Rica,Guatemala,Returnees,7
1993,Costa Rica,Nicaragua,Returnees,223
1993,Costa Rica,Peru,Returnees,5
1993,Costa Rica,El Salvador,Returnees,103
1993,Cuba,Argentina,Returnees,2
1993,Cuba,Chile,Returnees,207
1993,Cuba,Haiti,Returnees,1586
1993,Cuba,Panama,Returnees,1
1993,Cuba,El Salvador,Returnees,10
1993,Cuba,United States of America,Returnees,1
1993,Czech Rep.,Chile,Returnees,8
1993,Djibouti,Ethiopia,Returnees,244
1993,Djibouti,Somalia,Returnees,5
1993,Dominican Rep.,Chile,Returnees,8
1993,Dominican Rep.,Haiti,Returnees,1
1993,Ecuador,Chile,Returnees,157
1993,Ecuador,Colombia,Returnees,5
1993,Ecuador,Panama,Returnees,1
1993,Spain,Chile,Returnees,5
1993,France,Chile,Returnees,87
1993,France,Lao People's Dem. Rep.,Returnees,12
1993,Gabon,Burundi,Returnees,5
1993,Gabon,Equatorial Guinea,Returnees,7
1993,Gabon,Liberia,Returnees,1
1993,Gabon,Rwanda,Returnees,1
1993,Gabon,Chad,Returnees,11
1993,United Kingdom,Chile,Returnees,93
1993,Guinea,Dem. Rep. of the Congo,Returnees,1
1993,Guinea,Ghana,Returnees,7
1993,Guinea,Liberia,Returnees,6934
1993,Guinea,Sierra Leone,Returnees,2889
1993,Guinea,Togo,Returnees,1
1993,Guinea,South Africa,Returnees,1
1993,Guinea-Bissau,Senegal,Returnees,1098
1993,Guatemala,Nicaragua,Returnees,98
1993,Guatemala,El Salvador,Returnees,5
1993,"China, Hong Kong SAR",Viet Nam,Returnees,12301
1993,Honduras,Haiti,Returnees,1
1993,Honduras,Nicaragua,Returnees,10
1993,Hungary,Chile,Returnees,10
1993,Indonesia,Viet Nam,Returnees,1434
1993,India,Afghanistan,Returnees,1853
1993,India,Iran (Islamic Rep. of),Returnees,57
1993,India,Somalia,Returnees,55
1993,Ireland,Chile,Returnees,2
1993,Jamaica,Haiti,Returnees,4
1993,Japan,Viet Nam,Returnees,213
1993,Kenya,Ethiopia,Returnees,42504
1993,Kenya,Rwanda,Returnees,5
1993,Kenya,Sudan,Returnees,186
1993,Kenya,Somalia,Returnees,66523
1993,Kenya,Uganda,Returnees,1141
1993,Sri Lanka,Afghanistan,Returnees,10
1993,Sri Lanka,Iraq,Returnees,5
1993,Sri Lanka,Somalia,Returnees,2
1993,"China, Macao SAR",Sudan,Returnees,1
1993,Morocco,Chile,Returnees,1
1993,Mexico,Argentina,Returnees,2
1993,Mexico,Chile,Returnees,77
1993,Mexico,Guatemala,Returnees,5061
1993,Mexico,Haiti,Returnees,1
1993,Mexico,Nicaragua,Returnees,13
1993,Mexico,Peru,Returnees,7
1993,Mexico,El Salvador,Returnees,135
1993,Malawi,Dem. Rep. of the Congo,Returnees,3
1993,Malawi,Mozambique,Returnees,345086
1993,Malaysia,Iran (Islamic Rep. of),Returnees,2
1993,Malaysia,Somalia,Returnees,1
1993,Malaysia,Viet Nam,Returnees,1427
1993,Namibia,Angola,Returnees,297
1993,Namibia,Dem. Rep. of the Congo,Returnees,4
1993,Namibia,Ethiopia,Returnees,5
1993,Namibia,Malawi,Returnees,1
1993,Namibia,Somalia,Returnees,7
1993,Niger,Dem. Rep. of the Congo,Returnees,1
1993,Niger,Somalia,Returnees,1
1993,Nigeria,Cameroon,Returnees,1
1993,Nigeria,Dem. Rep. of the Congo,Returnees,2
1993,Nigeria,Ethiopia,Returnees,6
1993,Nigeria,Ghana,Returnees,3
1993,Nigeria,Namibia,Returnees,3
1993,Nigeria,Chad,Returnees,4
1993,Nigeria,South Africa,Returnees,2
1993,Nicaragua,Guatemala,Returnees,7
1993,Nicaragua,Honduras,Returnees,6
1993,Nicaragua,El Salvador,Returnees,202
1993,Norway,Chile,Returnees,1
1993,Nepal,Bhutan,Returnees,2
1993,Nepal,Iraq,Returnees,6
1993,New Zealand,China,Returnees,8
1993,Panama,Chile,Returnees,15
1993,Panama,Jamaica,Returnees,1
1993,Panama,Nicaragua,Returnees,2
1993,Panama,El Salvador,Returnees,8
1993,Philippines,Afghanistan,Returnees,13
1993,Philippines,Ghana,Returnees,4
1993,Philippines,Iran (Islamic Rep. of),Returnees,3
1993,Philippines,Iraq,Returnees,1
1993,Philippines,Sri Lanka,Returnees,15
1993,Philippines,Myanmar,Returnees,1
1993,Philippines,Pakistan,Returnees,2
1993,Philippines,Somalia,Returnees,2
1993,Philippines,Viet Nam,Returnees,357
1993,Papua New Guinea,Indonesia,Returnees,232
1993,Paraguay,Colombia,Returnees,2
1993,Russian Federation,Chile,Returnees,120
1993,Sudan,Ethiopia,Returnees,13800
1993,Sudan,Chad,Returnees,5500
1993,Senegal,Burundi,Returnees,1
1993,Senegal,Benin,Returnees,1
1993,Senegal,Mali,Returnees,1
1993,Senegal,Mauritania,Returnees,998
1993,Senegal,Rwanda,Returnees,1
1993,Senegal,Chad,Returnees,4
1993,Senegal,Tunisia,Returnees,4
1993,Singapore,Iran (Islamic Rep. of),Returnees,1
1993,Singapore,Liberia,Returnees,3
1993,Singapore,Sri Lanka,Returnees,8
1993,Singapore,Somalia,Returnees,3
1993,Singapore,Viet Nam,Returnees,1
1993,Sierra Leone,Namibia,Returnees,1
1993,El Salvador,Costa Rica,Returnees,2
1993,El Salvador,Nicaragua,Returnees,9
1993,Suriname,Haiti,Returnees,2
1993,Sweden,Chile,Returnees,1
1993,Swaziland,Mozambique,Returnees,5329
1993,Thailand,Cambodia,Returnees,5217
1993,Thailand,Lao People's Dem. Rep.,Returnees,3925
1993,Thailand,Viet Nam,Returnees,3499
1993,United Rep. of Tanzania,Burundi,Returnees,4644
1993,United Rep. of Tanzania,Dem. Rep. of the Congo,Returnees,8
1993,United Rep. of Tanzania,Mozambique,Returnees,26800
1993,United Rep. of Tanzania,South Africa,Returnees,168
1993,Uruguay,Chile,Returnees,25
1993,United States of America,Lao People's Dem. Rep.,Returnees,2
1993,Venezuela (Bolivarian Republic of),Argentina,Returnees,1
1993,Venezuela (Bolivarian Republic of),Chile,Returnees,384
1993,Venezuela (Bolivarian Republic of),Nicaragua,Returnees,1
1993,Venezuela (Bolivarian Republic of),South Africa,Returnees,1
1993,Various/Unknown,Mozambique,Returnees,209961
1993,Zambia,Angola,Returnees,8
1993,Zambia,Dem. Rep. of the Congo,Returnees,2
1993,Zambia,Mozambique,Returnees,7894
1993,Zambia,Uganda,Returnees,4
1993,Zambia,South Africa,Returnees,112
1993,Zimbabwe,Mozambique,Returnees,9316
1994,Afghanistan,Palestinian,Returnees,1
1994,Afghanistan,Tajikistan,Returnees,18325
1994,Angola,Dem. Rep. of the Congo,Returnees,339
1994,Angola,Rwanda,Returnees,1
1994,Angola,South Africa,Returnees,168
1994,United Arab Emirates,Somalia,Returnees,100
1994,Argentina,Chile,Returnees,976
1994,Argentina,Peru,Returnees,2
1994,Armenia,Azerbaijan,Returnees,29000
1994,Armenia,Georgia,Returnees,1000
1994,Australia,Chile,Returnees,58
1994,Australia,Lesotho,Returnees,1
1994,Australia,El Salvador,Returnees,9
1994,Australia,South Africa,Returnees,5
1994,Austria,Chile,Returnees,34
1994,Burundi,Dem. Rep. of the Congo,Returnees,99
1994,Burundi,Rwanda,Returnees,338000
1994,Belgium,Chile,Returnees,8
1994,Belgium,Colombia,Returnees,1
1994,Belgium,Iran (Islamic Rep. of),Returnees,2
1994,Belgium,Syrian Arab Rep.,Returnees,1
1994,Benin,Ethiopia,Returnees,1
1994,Benin,Chad,Returnees,11
1994,Benin,Togo,Returnees,92715
1994,Burkina Faso,Central African Rep.,Returnees,1
1994,Burkina Faso,Chad,Returnees,9
1994,Bangladesh,Myanmar,Returnees,85300
1994,Bangladesh,Somalia,Returnees,6
1994,Bulgaria,Chile,Returnees,2
1994,Bulgaria,Chad,Returnees,1
1994,Belize,Guatemala,Returnees,30
1994,Belize,El Salvador,Returnees,85
1994,Bolivia (Plurinational State of),Chile,Returnees,2
1994,Brazil,Chile,Returnees,117
1994,Central African Rep.,Mozambique,Returnees,1
1994,Central African Rep.,Chad,Returnees,100
1994,Central African Rep.,Uganda,Returnees,7
1994,Canada,Chile,Returnees,25
1994,Canada,Ethiopia,Returnees,2
1994,Canada,Mozambique,Returnees,4
1994,Canada,South Africa,Returnees,7
1994,China,Lao People's Dem. Rep.,Returnees,408
1994,C̫te d'Ivoire,Benin,Returnees,1
1994,C̫te d'Ivoire,Liberia,Returnees,3023
1994,C̫te d'Ivoire,Chad,Returnees,7
1994,Cameroon,Central African Rep.,Returnees,4
1994,Cameroon,Dem. Rep. of the Congo,Returnees,46
1994,Cameroon,Libya,Returnees,7
1994,Cameroon,Chad,Returnees,252
1994,Dem. Rep. of the Congo,Angola,Returnees,8
1994,Dem. Rep. of the Congo,Burundi,Returnees,1
1994,Dem. Rep. of the Congo,Ethiopia,Returnees,1
1994,Dem. Rep. of the Congo,Liberia,Returnees,3
1994,Dem. Rep. of the Congo,Rwanda,Returnees,450000
1994,Dem. Rep. of the Congo,Uganda,Returnees,3430
1994,Dem. Rep. of the Congo,South Africa,Returnees,1
1994,Dem. Rep. of the Congo,Zambia,Returnees,1573
1994,Colombia,Chile,Returnees,16
1994,Colombia,Haiti,Returnees,1
1994,Costa Rica,Chile,Returnees,11
1994,Costa Rica,Haiti,Returnees,1
1994,Costa Rica,El Salvador,Returnees,3
1994,Cuba,Brazil,Returnees,3
1994,Cuba,Chile,Returnees,145
1994,Cuba,Dem. Rep. of the Congo,Returnees,25
1994,Cuba,Guatemala,Returnees,3
1994,Cuba,Honduras,Returnees,4
1994,Cuba,Haiti,Returnees,464
1994,Cuba,Namibia,Returnees,48
1994,Cuba,Paraguay,Returnees,8
1994,Cuba,El Salvador,Returnees,14
1994,Cuba,Uruguay,Returnees,16
1994,Cuba,South Africa,Returnees,12
1994,Cyprus,Iraq,Returnees,4
1994,Djibouti,Ethiopia,Returnees,9474
1994,Djibouti,Somalia,Returnees,652
1994,Dominican Rep.,Haiti,Returnees,720
1994,Ecuador,Chile,Returnees,60
1994,Ecuador,Colombia,Returnees,6
1994,Egypt,Eritrea,Returnees,2
1994,Egypt,Ethiopia,Returnees,1
1994,Egypt,Rwanda,Returnees,4
1994,Egypt,Somalia,Returnees,34
1994,Eritrea,Liberia,Returnees,3
1994,Spain,Bosnia and Herzegovina,Returnees,3
1994,Spain,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,48
1994,France,Burkina Faso,Returnees,5
1994,France,Chile,Returnees,150
1994,France,Colombia,Returnees,6
1994,France,Ethiopia,Returnees,1
1994,France,Iran (Islamic Rep. of),Returnees,6
1994,France,Lao People's Dem. Rep.,Returnees,3
1994,France,Sri Lanka,Returnees,8
1994,France,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,44
1994,Gabon,Cameroon,Returnees,1
1994,Gabon,Congo,Returnees,6
1994,United Kingdom,Chile,Returnees,23
1994,United Kingdom,South Africa,Returnees,60
1994,Ghana,Central African Rep.,Returnees,1
1994,Ghana,Liberia,Returnees,1069
1994,Ghana,Togo,Returnees,33624
1994,Ghana,South Africa,Returnees,9
1994,Guinea,Liberia,Returnees,918
1994,Greece,Ethiopia,Returnees,3
1994,Greece,Lebanon,Returnees,4
1994,Greece,Palestinian,Returnees,1
1994,Greece,Somalia,Returnees,1
1994,Guatemala,Nicaragua,Returnees,32
1994,Guatemala,El Salvador,Returnees,4
1994,"China, Hong Kong SAR",Viet Nam,Returnees,5939
1994,Honduras,Haiti,Returnees,3
1994,Indonesia,Viet Nam,Returnees,2028
1994,India,Sri Lanka,Returnees,8147
1994,Iran (Islamic Rep. of),Afghanistan,Returnees,226669
1994,Iran (Islamic Rep. of),Iraq,Returnees,2290
1994,Iraq,Eritrea,Returnees,29
1994,Iraq,Iran (Islamic Rep. of),Returnees,6
1994,Italy,Chile,Returnees,1
1994,Italy,Somalia,Returnees,7
1994,Italy,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,24
1994,Jamaica,Haiti,Returnees,32
1994,Jordan,Somalia,Returnees,4
1994,Jordan,Syrian Arab Rep.,Returnees,1
1994,Japan,Viet Nam,Returnees,547
1994,Kenya,Ethiopia,Returnees,16230
1994,Kenya,Somalia,Returnees,59418
1994,Kenya,Uganda,Returnees,580
1994,Kuwait,Iraq,Returnees,60
1994,Kuwait,Palestinian,Returnees,10
1994,Kuwait,Somalia,Returnees,20
1994,Lebanon,Iraq,Returnees,2
1994,Lebanon,Sudan,Returnees,3
1994,Lebanon,Somalia,Returnees,11
1994,Liberia,Sierra Leone,Returnees,113
1994,Libya,Ethiopia,Returnees,26
1994,Libya,Somalia,Returnees,157
1994,Sri Lanka,South Africa,Returnees,1
1994,Lesotho,Mozambique,Returnees,2
1994,Mexico,Bolivia (Plurinational State of),Returnees,1
1994,Mexico,Chile,Returnees,63
1994,Mexico,Colombia,Returnees,1
1994,Mexico,Guatemala,Returnees,6104
1994,Mexico,Honduras,Returnees,22
1994,Mexico,Haiti,Returnees,10
1994,Mexico,Nicaragua,Returnees,18
1994,Mexico,Peru,Returnees,6
1994,Mexico,El Salvador,Returnees,184
1994,The former Yugoslav Republic of Macedonia,Bosnia and Herzegovina,Returnees,90
1994,Mozambique,Angola,Returnees,25
1994,Mozambique,Chile,Returnees,6
1994,Mozambique,Malawi,Returnees,4
1994,Malawi,Mozambique,Returnees,624467
1994,Malaysia,Viet Nam,Returnees,1267
1994,Namibia,Mozambique,Returnees,1
1994,Namibia,Malawi,Returnees,1
1994,Niger,Togo,Returnees,3
1994,Nigeria,Angola,Returnees,1
1994,Nigeria,Central African Rep.,Returnees,7
1994,Nigeria,Dem. Rep. of the Congo,Returnees,2
1994,Nigeria,Ethiopia,Returnees,3
1994,Nigeria,Ghana,Returnees,6
1994,Nigeria,Liberia,Returnees,152
1994,Nigeria,Namibia,Returnees,8
1994,Nigeria,Somalia,Returnees,1
1994,Nigeria,Chad,Returnees,1
1994,Nigeria,South Africa,Returnees,1
1994,Nicaragua,Chile,Returnees,5
1994,Nicaragua,Guatemala,Returnees,11
1994,Nicaragua,Haiti,Returnees,5
1994,Nicaragua,El Salvador,Returnees,109
1994,Pakistan,Afghanistan,Returnees,102658
1994,Pakistan,Iran (Islamic Rep. of),Returnees,50
1994,Pakistan,Iraq,Returnees,5
1994,Pakistan,Liberia,Returnees,1
1994,Pakistan,Palestinian,Returnees,2
1994,Pakistan,Somalia,Returnees,23
1994,Pakistan,Syrian Arab Rep.,Returnees,6
1994,Pakistan,Thailand,Returnees,2
1994,Panama,Chile,Returnees,6
1994,Panama,Cuba,Returnees,3
1994,Panama,Nicaragua,Returnees,3
1994,Panama,El Salvador,Returnees,18
1994,Peru,Chile,Returnees,3
1994,Peru,Venezuela (Bolivarian Republic of),Returnees,131
1994,Philippines,Lao People's Dem. Rep.,Returnees,6
1994,Philippines,Viet Nam,Returnees,761
1994,Papua New Guinea,Indonesia,Returnees,186
1994,Paraguay,Cuba,Returnees,2
1994,Russian Federation,Chile,Returnees,42
1994,Russian Federation,Haiti,Returnees,8
1994,Russian Federation,Iraq,Returnees,28
1994,Sudan,Eritrea,Returnees,8706
1994,Sudan,Ethiopia,Returnees,13820
1994,Senegal,Ghana,Returnees,2
1994,Senegal,Chad,Returnees,3
1994,Senegal,South Africa,Returnees,7
1994,Sierra Leone,Ethiopia,Returnees,1
1994,Sierra Leone,Liberia,Returnees,296
1994,Sierra Leone,Namibia,Returnees,2
1994,Sierra Leone,South Africa,Returnees,1
1994,El Salvador,Guatemala,Returnees,1
1994,El Salvador,Nicaragua,Returnees,7
1994,Somalia,Ethiopia,Returnees,2
1994,Serbia and Kosovo (S/RES/1244 (1999)),Albania,Returnees,4
1994,Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,Returnees,6
1994,Serbia and Kosovo (S/RES/1244 (1999)),Cyprus,Returnees,1
1994,Serbia and Kosovo (S/RES/1244 (1999)),Iran (Islamic Rep. of),Returnees,1
1994,Serbia and Kosovo (S/RES/1244 (1999)),Romania,Returnees,4
1994,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,Returnees,1
1994,Suriname,Haiti,Returnees,11
1994,Swaziland,Ethiopia,Returnees,2
1994,Swaziland,Mozambique,Returnees,11602
1994,Syrian Arab Rep.,Eritrea,Returnees,39
1994,Syrian Arab Rep.,Somalia,Returnees,13
1994,Togo,Ghana,Returnees,5
1994,Togo,Niger,Returnees,2
1994,Thailand,Bhutan,Returnees,1
1994,Thailand,Cambodia,Returnees,40
1994,Thailand,Lao People's Dem. Rep.,Returnees,5172
1994,Thailand,Sri Lanka,Returnees,1
1994,Thailand,Somalia,Returnees,2
1994,Thailand,Viet Nam,Returnees,2328
1994,Turkey,Iraq,Returnees,1265
1994,United Rep. of Tanzania,Burundi,Returnees,271087
1994,United Rep. of Tanzania,Mozambique,Returnees,13971
1994,United Rep. of Tanzania,Rwanda,Returnees,210000
1994,Uganda,Rwanda,Returnees,210000
1994,Ukraine,Angola,Returnees,15
1994,Ukraine,Ethiopia,Returnees,1
1994,Ukraine,Sri Lanka,Returnees,20
1994,Uruguay,Chile,Returnees,10
1994,Uruguay,Colombia,Returnees,3
1994,Uruguay,Georgia,Returnees,1
1994,Uruguay,Nicaragua,Returnees,6
1994,Uruguay,Peru,Returnees,5
1994,Uruguay,Russian Federation,Returnees,4
1994,Uruguay,El Salvador,Returnees,3
1994,Uruguay,Ukraine,Returnees,2
1994,United States of America,Lao People's Dem. Rep.,Returnees,1
1994,Venezuela (Bolivarian Republic of),Argentina,Returnees,2
1994,Venezuela (Bolivarian Republic of),Chile,Returnees,184
1994,Venezuela (Bolivarian Republic of),Haiti,Returnees,16
1994,Various/Unknown,Ethiopia,Returnees,60
1994,Various/Unknown,Mozambique,Returnees,30575
1994,Yemen,Ethiopia,Returnees,37
1994,Yemen,Somalia,Returnees,725
1994,South Africa,Mozambique,Returnees,21000
1994,South Africa,Niger,Returnees,1
1994,Zimbabwe,Mozambique,Returnees,102753
1994,Zimbabwe,Malawi,Returnees,2
1994,Zimbabwe,South Africa,Returnees,9
1995,Afghanistan,Tajikistan,Returnees,1338
1995,Angola,Dem. Rep. of the Congo,Returnees,923
1995,United Arab Emirates,Somalia,Returnees,17
1995,Argentina,Chile,Returnees,305
1995,Armenia,Azerbaijan,Returnees,39000
1995,Armenia,Georgia,Returnees,4500
1995,Australia,Chile,Returnees,42
1995,Australia,Malawi,Returnees,1
1995,Australia,El Salvador,Returnees,7
1995,Australia,South Africa,Returnees,1
1995,Burundi,Dem. Rep. of the Congo,Returnees,1630
1995,Burundi,Rwanda,Returnees,39634
1995,Belgium,Chile,Returnees,3
1995,Belgium,Haiti,Returnees,2
1995,Belgium,Iran (Islamic Rep. of),Returnees,2
1995,Belgium,Rwanda,Returnees,6
1995,Benin,Cameroon,Returnees,5
1995,Benin,Dem. Rep. of the Congo,Returnees,6
1995,Benin,Rwanda,Returnees,2
1995,Benin,Chad,Returnees,7
1995,Benin,Togo,Returnees,46654
1995,Burkina Faso,Mali,Returnees,4400
1995,Burkina Faso,Rwanda,Returnees,1
1995,Bangladesh,Myanmar,Returnees,61504
1995,Bangladesh,Somalia,Returnees,1
1995,Bulgaria,Chile,Returnees,3
1995,Belize,Cuba,Returnees,1
1995,Belize,Guatemala,Returnees,20
1995,Belize,Nicaragua,Returnees,1
1995,Belize,El Salvador,Returnees,62
1995,Brazil,Angola,Returnees,2
1995,Brazil,Argentina,Returnees,1
1995,Brazil,Chile,Returnees,63
1995,Brazil,Colombia,Returnees,3
1995,Botswana,Ethiopia,Returnees,2
1995,Botswana,Lesotho,Returnees,1
1995,Botswana,South Africa,Returnees,7
1995,Central African Rep.,Chad,Returnees,10232
1995,Switzerland,Chile,Returnees,3
1995,Switzerland,Sri Lanka,Returnees,20
1995,China,Cambodia,Returnees,6
1995,China,Lao People's Dem. Rep.,Returnees,60
1995,China,Somalia,Returnees,1
1995,C̫te d'Ivoire,Dem. Rep. of the Congo,Returnees,1
1995,C̫te d'Ivoire,Ethiopia,Returnees,1
1995,C̫te d'Ivoire,Liberia,Returnees,400
1995,Cameroon,Chad,Returnees,11
1995,Dem. Rep. of the Congo,Angola,Returnees,9734
1995,Dem. Rep. of the Congo,Burundi,Returnees,3301
1995,Dem. Rep. of the Congo,Rwanda,Returnees,85988
1995,Dem. Rep. of the Congo,Uganda,Returnees,3575
1995,Congo,Angola,Returnees,2
1995,Congo,Chad,Returnees,27
1995,Colombia,Chile,Returnees,1
1995,Colombia,Haiti,Returnees,4
1995,Colombia,Nicaragua,Returnees,1
1995,Costa Rica,Chile,Returnees,4
1995,Cuba,Argentina,Returnees,3
1995,Cuba,Chile,Returnees,82
1995,Cuba,Dem. Rep. of the Congo,Returnees,3
1995,Cuba,Haiti,Returnees,3
1995,Cuba,Namibia,Returnees,21
1995,Cuba,El Salvador,Returnees,24
1995,Cyprus,Bosnia and Herzegovina,Returnees,1
1995,Germany,Cambodia,Returnees,13
1995,Germany,Sri Lanka,Returnees,60
1995,Djibouti,Ethiopia,Returnees,23936
1995,Dominican Rep.,Haiti,Returnees,544
1995,Algeria,Eritrea,Returnees,5
1995,Algeria,Mali,Returnees,21900
1995,Algeria,Niger,Returnees,200
1995,Ecuador,Chile,Returnees,5
1995,Ecuador,El Salvador,Returnees,5
1995,Egypt,Rwanda,Returnees,2
1995,Egypt,Somalia,Returnees,3
1995,Spain,Chile,Returnees,8
1995,Spain,Nigeria,Returnees,4
1995,Ethiopia,Uganda,Returnees,3
1995,France,Chile,Returnees,16
1995,Gabon,Rwanda,Returnees,1
1995,United Kingdom,Chile,Returnees,1
1995,United Kingdom,Sri Lanka,Returnees,8
1995,Ghana,Central African Rep.,Returnees,1
1995,Ghana,Eritrea,Returnees,1
1995,Ghana,Liberia,Returnees,12
1995,Ghana,Togo,Returnees,32185
1995,Guinea,Liberia,Returnees,6485
1995,Greece,Lebanon,Returnees,8
1995,Greece,Sri Lanka,Returnees,1
1995,Greece,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1
1995,Guatemala,Nicaragua,Returnees,6
1995,Guatemala,El Salvador,Returnees,5
1995,"China, Hong Kong SAR",Viet Nam,Returnees,1673
1995,Honduras,Haiti,Returnees,44
1995,Hungary,Chile,Returnees,4
1995,Indonesia,Cambodia,Returnees,98
1995,Indonesia,Viet Nam,Returnees,2121
1995,India,Afghanistan,Returnees,533
1995,India,Angola,Returnees,1
1995,India,Iran (Islamic Rep. of),Returnees,1
1995,India,Iraq,Returnees,1
1995,India,Israel,Returnees,1
1995,India,Sri Lanka,Returnees,10122
1995,India,Sudan,Returnees,2
1995,Iran (Islamic Rep. of),Afghanistan,Returnees,194287
1995,Iran (Islamic Rep. of),Iraq,Returnees,17466
1995,Iraq,Bangladesh,Returnees,1
1995,Iraq,Eritrea,Returnees,81
1995,Iraq,Ethiopia,Returnees,8
1995,Iraq,Iran (Islamic Rep. of),Returnees,2
1995,Italy,Sri Lanka,Returnees,2
1995,Jamaica,Haiti,Returnees,35
1995,Jordan,Bosnia and Herzegovina,Returnees,51
1995,Jordan,Eritrea,Returnees,11
1995,Japan,Viet Nam,Returnees,359
1995,Kenya,Eritrea,Returnees,10
1995,Kenya,Ethiopia,Returnees,3323
1995,Kenya,Mozambique,Returnees,87
1995,Kenya,Rwanda,Returnees,266
1995,Kenya,Sudan,Returnees,17
1995,Kenya,Somalia,Returnees,39821
1995,Kenya,Uganda,Returnees,987
1995,Kuwait,Afghanistan,Returnees,101
1995,Kuwait,Iraq,Returnees,33
1995,Kuwait,Jordan,Returnees,31
1995,Kuwait,Palestinian,Returnees,3
1995,Kuwait,Sudan,Returnees,3
1995,Kuwait,Somalia,Returnees,36
1995,Kuwait,Yemen,Returnees,2
1995,Lebanon,Ethiopia,Returnees,1
1995,Lebanon,Iraq,Returnees,5
1995,Lebanon,Sudan,Returnees,3
1995,Lebanon,Somalia,Returnees,2
1995,Libya,Eritrea,Returnees,370
1995,Libya,Ethiopia,Returnees,222
1995,Mexico,Argentina,Returnees,4
1995,Mexico,Brazil,Returnees,6
1995,Mexico,Chile,Returnees,21
1995,Mexico,Guatemala,Returnees,9506
1995,Mexico,Haiti,Returnees,12
1995,Mexico,Peru,Returnees,3
1995,Mexico,El Salvador,Returnees,46
